Sheet,Unnamed: 0,Unnamed: 1,Unnamed: 2,TIME,TOTAL HOURLY SALES,AVERAGE hourly sales ,Header,Month,Week-date,staff,student,tourism,MA(4) staff,MA(4) student,MA(4) others,Flavour,identity,Revenue,Date,1 Toppings ,Apricot ,Banana Caramel ,Chai Tea ,Cherry Almond Fudge ,Chocolate ,Coffee  ,Cus. IC Sand ,Ginger ,Green Tea ,Hazelnut ,IceCream Sand ,Lime Coconut ,Mango ,Mint Choco  ,Pina Colada ,Piachio ,Pure Coco . ,Red Bean ,S. Caramel ,Strawberry ,3 Toppings  ,Vanilla Bean ,Waffle Cone ,YY Seasame ,Sales,Product,S. Caramel,Mango,Chocolate,Pure Coconut,Mint Choco,Strawberry,Coffee ,Banana ,Ice Cream Sand ,Cherry Almond ,Pistachio ,1 Topping ,Cus IC Sand ,3 Topping ,Pure Coco .,Waffle Cone,Green Tea,Hazelnut,Vanilla Bean,Chai Tea,Pina Colada,Banana Caramel,Coffee,Cherry Almond,YY Seasame,Lime Coconut,Chocoate Cookies,Ice Cream SAND,Red Bean,Ginger,Miscellenous,Granola,Apricot,1 Topping,3 Topping,Week,Pure Coconut ,Mint Choco 
Hourly Sales,,,,1.0,0.0,0.0,Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hourly Sales,,,,2.0,0.0,0.0,Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hourly Sales,,,,3.0,0.0,0.0,Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hourly Sales,,,,4.0,0.0,0.0,Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hourly Sales,,,,5.0,0.0,0.0,Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hourly Sales,,,,6.0,0.0,0.0,Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hourly Sales,,,,7.0,0.0,0.0,Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hourly Sales,,,,8.0,0.0,0.0,Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hourly Sales,,,,9.0,0.0,0.0,Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hourly Sales,,,,10.0,0.0,0.0,Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hourly Sales,,,,11.0,0.0,0.0,Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hourly Sales,,,,12.0,0.0,0.0,Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hourly Sales,,,,13.0,25793.99998,120.53271018691589,Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hourly Sales,,,,14.0,58110.0,271.5420560747664,Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hourly Sales,,,,15.0,49657.9999,232.0467285046729,Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hourly Sales,,,,16.0,43801.0,204.67757009345794,Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hourly Sales,,,,17.0,45605.0,213.10747663551402,Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hourly Sales,,,,18.0,39613.00004,185.1074768224299,Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hourly Sales,,,,19.0,30017.99999,140.2710279906542,Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hourly Sales,,,,20.0,8872.49998,41.46028028037384,Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hourly Sales,,,,21.0,0.0,0.0,Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hourly Sales,,,,22.0,0.0,0.0,Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hourly Sales,,,,23.0,0.0,0.0,Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hourly Sales,,,,24.0,0.0,0.0,Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comparision monthly-weekly ,,,,,,,Data,Apri,Fri 7th Apr 2017,1918.0,12777.0,866.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comparision monthly-weekly ,,,,,,,Data,,Fri 14th Apr 2017,1392.0,11003.0,366.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comparision monthly-weekly ,,,,,,,Data,,Fri 21st Apr 2017,1901.0,11276.0,782.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comparision monthly-weekly ,,,,,,,Data,,Fri 28th Apr 2017,1796.0,8797.999970000003,233.0,1751.75,10963.499992500001,561.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comparision monthly-weekly ,,,,,,,Data,May,Fri 5th May 2017,1678.0,6975.0,1944.0,1691.75,9512.999992500001,831.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comparision monthly-weekly ,,,,,,,Data,,Fri 12th May 2017,2459.0,8428.0,1301.0,1958.5,8869.249992500001,1065.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comparision monthly-weekly ,,,,,,,Data,,Fri 19th May 2017,3556.3333099999995,5831.0,850.0,2372.3333275,7507.999992500001,1082.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comparision monthly-weekly ,,,,,,,Data,,Fri 26th May 2017,3702.0,3989.9999800000005,176.0,2848.8333275,6305.999995,1067.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comparision monthly-weekly ,,,,,,,Data,Jun,Fri 2nd Jun 2017,5314.0,3190.9999599999996,0.0,3757.8333275,5359.999985,581.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comparision monthly-weekly ,,,,,,,Data,,Fri 9th Jun 2017,6975.333310000002,5169.0,133.0,4886.916655000001,4545.249985,289.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comparision monthly-weekly ,,,,,,,Data,,Fri 16th Jun 2017,6833.0,4629.00002,281.0,5706.0833275,4244.74999,147.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comparision monthly-weekly ,,,,,,,Data,,Fri 23rd Jun 2017,5103.0,3602.0,260.0,6056.3333275,4147.749995,168.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comparision monthly-weekly ,,,,,,,Data,,Fri 30th Jun 2017,9009.545369999996,4916.0,212.0,6980.2196699999995,4579.000005,221.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comparision monthly-weekly ,,,,,,,Data,July,Fri 7th Jul 2017,3794.0,4062.0,414.0,6184.886342499999,4302.250005,291.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comparision monthly-weekly ,,,,,,,Data,,Fri 14th Jul 2017,3471.0,4697.0,5190.0,5344.386342499999,4319.25,1519.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comparision monthly-weekly ,,,,,,,Data,,Fri 21st Jul 2017,2574.0,3731.0,2827.0,4712.136342499999,4351.5,2160.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comparision monthly-weekly ,,,,,,,Data,,Fri 28th Jul 2017,2496.0,6305.0,2888.0,3083.75,4698.75,2829.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comparision monthly-weekly ,,,,,,,Data,August,Fri 4th Aug 2017,2672.0,5320.0,4432.0,2803.25,5013.25,3834.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comparision monthly-weekly ,,,,,,,Data,,Fri 11th Aug 2017,2067.0,4028.0,3729.0,2452.25,4846.0,3469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comparision monthly-weekly ,,,,,,,Data,,Fri 18th Aug 2017,2774.0,3599.0,3428.0,2502.25,4813.0,3619.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comparision monthly-weekly ,,,,,,,Data,,Fri 25th Aug 2017,2043.0,3973.0,3314.0,2389.0,4230.0,3725.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comparision monthly-weekly ,,,,,,,Data,September,Fri 1st Sep 2017,1993.0,4695.0,1021.0,2219.25,4073.75,2873.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comparision monthly-weekly ,,,,,,,Data,,Fri 8th Sep 2017,1915.0,8608.00002,1160.0,2181.25,5218.750005,2230.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comparision monthly-weekly ,,,,,,,Data,,Fri 15th Sep 2017,1932.0,7127.0000199999995,1491.0,1970.75,6100.75001,1746.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comparision monthly-weekly ,,,,,,,Data,,Fri 22nd Sep 2017,2748.0,7478.0,1275.0,2147.0,6977.00001,1236.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comparision monthly-weekly ,,,,,,,Data,,Fri 29th Sep 2017,1847.0,11248.0,1116.0,2110.5,8615.25001,1260.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavour Analysis,,,,,,,Data,,,,,,,,,1 Topping,tourism,79.90566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavour Analysis,,,,,,,Data,,,,,,,,,1 Topping,Staff,131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavour Analysis,,,,,,,Data,,,,,,,,,1 Topping,student,333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavour Analysis,,,,,,,Data,,,,,,,,,3 Topping,tourism,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavour Analysis,,,,,,,Data,,,,,,,,,3 Topping,Staff,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavour Analysis,,,,,,,Data,,,,,,,,,Apricot,tourism,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavour Analysis,,,,,,,Data,,,,,,,,,Apricot,student,2054.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavour Analysis,,,,,,,Data,,,,,,,,,Apricot,Staff,1440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavour Analysis,,,,,,,Data,,,,,,,,,Banana Caramel,tourism,1240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavour Analysis,,,,,,,Data,,,,,,,,,Banana Caramel,student,9197.49999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavour Analysis,,,,,,,Data,,,,,,,,,Banana Caramel,Staff,2546.21211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavour Analysis,,,,,,,Data,,,,,,,,,Chai Tea,tourism,1520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavour Analysis,,,,,,,Data,,,,,,,,,Chai Tea,student,9952.83333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavour Analysis,,,,,,,Data,,,,,,,,,Chai Tea,Staff,3986.5909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavour Analysis,,,,,,,Data,,,,,,,,,Cherry Almond,Staff,1769.54545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavour Analysis,,,,,,,Data,,,,,,,,,Cherry Almond,tourism,1160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavour Analysis,,,,,,,Data,,,,,,,,,Cherry Almond,student,4570.99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavour Analysis,,,,,,,Data,,,,,,,,,Chocoate Cookies,tourism,675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavour Analysis,,,,,,,Data,,,,,,,,,Chocolate,tourism,3999.24528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavour Analysis,,,,,,,Data,,,,,,,,,Chocolate,student,13906.33333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavour Analysis,,,,,,,Data,,,,,,,,,Chocolate,Staff,6863.87878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavour Analysis,,,,,,,Data,,,,,,,,,Coffee,tourism,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavour Analysis,,,,,,,Data,,,,,,,,,Coffee,student,4938.33333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavour Analysis,,,,,,,Data,,,,,,,,,Coffee,Staff,2575.54545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavour Analysis,,,,,,,Data,,,,,,,,,Cus IC Sand Staff,Staff,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavour Analysis,,,,,,,Data,,,,,,,,,Cus IC Sand Staff,student,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavour Analysis,,,,,,,Data,,,,,,,,,Ginger,tourism,320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavour Analysis,,,,,,,Data,,,,,,,,,Ginger,student,988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavour Analysis,,,,,,,Data,,,,,,,,,Ginger,Staff,840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavour Analysis,,,,,,,Data,,,,,,,,,Granola,tourism,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavour Analysis,,,,,,,Data,,,,,,,,,Green Tea,tourism,2200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavour Analysis,,,,,,,Data,,,,,,,,,Green Tea,student,9667.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavour Analysis,,,,,,,Data,,,,,,,,,Green Tea,Staff,3056.5909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavour Analysis,,,,,,,Data,,,,,,,,,Hazelnut,tourism,2040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
